trapscap1
parameters 71
# exponents ... coefficient
	  1   0   0   2   0   0    3.19520e-01 
	  2   0   0   1   1   0    2.68963e-01 
	  0   0   0   3   0   0    5.98841e-02 
	  1   0   1   1   1   0    -4.62460e-01 
	  1   1   1   0   0   0    -3.42225e-01 
	  3   0   0   0   1   0    4.47242e-01 
	  2   0   0   1   0   0    3.35281e-01 
	  0   0   1   0   1   0    1.77756e-01 
	  2   0   0   0   1   0    2.91096e-01 
	  0   2   0   0   0   2    -3.84594e-01 
	  0   0   0   1   1   0    -1.12511e-01 
	  1   0   0   0   1   0    -2.57421e-01 
	  0   0   1   2   1   0    -2.07912e-01 
	  1   0   0   0   3   0    3.59881e-01 
	  0   1   1   1   0   1    -5.57031e-01 
	  0   0   0   0   2   1    1.84850e-01 
	  1   0   1   0   0   0    -7.10137e-02 
	  1   0   0   1   0   1    4.99199e-01 
	  0   0   0   2   0   1    1.61783e-01 
	  0   0   1   0   2   1    -8.54926e-01 
	  1   0   1   0   0   1    -2.75614e-01 
	  0   1   2   1   0   0    -5.17821e-01 
	  0   0   0   0   0   3    8.17459e-02 
	  2   0   0   0   0   1    4.06342e-01 
	  0   1   1   0   1   0    2.48568e-01 
	  0   1   0   0   3   0    -9.97929e-02 
trapscap11
parameters 56
# exponents ... coefficient
	  1   1   0   0   0   0    1.80841e-01 
	  0   0   0   0   1   0    7.42718e-03 
	  0   0   1   0   0   0    1.62536e-01 
	  0   0   0   1   0   0    -9.45545e-02 
	  0   0   0   1   0   1    1.66311e-01 
	  0   0   0   0   0   0    2.00739e-01 
	  0   1   0   0   1   0    2.32706e-01 
	  1   0   0   0   0   0    -7.92681e-02 
	  0   1   0   0   3   0    -1.32686e-01 
	  0   0   1   1   0   0    1.45548e-01 
	  0   1   0   0   0   1    1.09648e-01 
	  1   0   0   0   2   1    -5.94029e-01 
	  1   0   0   1   0   0    1.60381e-01 
	  0   1   0   2   0   0    -1.55486e-02 
	  0   0   2   0   0   0    -1.02525e-01 
	  2   0   0   0   0   0    1.19312e-01 
	  0   0   0   0   2   2    1.94737e-01 
	  0   0   0   0   0   1    -7.48359e-02 
	  1   0   0   0   1   1    6.60571e-01 
	  0   2   0   1   0   0    -1.70960e-01 
	  0   0   0   2   0   0    5.24723e-02 
	  0   0   0   0   2   0    1.23068e-01 
	  0   1   1   0   2   0    -3.46106e-01 
	  0   0   1   0   2   1    -6.84510e-01 
	  0   1   0   0   0   0    8.54493e-02 
	  2   0   0   0   2   0    -5.62254e-02 
	  1   1   0   0   1   0    2.38282e-01 
	  0   0   0   0   0   2    1.40797e-01 
	  1   0   0   2   0   0    2.47133e-01 
	  0   1   0   2   0   1    -7.47813e-01 
	  2   0   0   1   1   0    3.59080e-01 
	  0   0   0   3   0   0    5.99130e-02 
	  0   1   0   1   1   0    1.08947e-01 
	  0   4   0   0   0   0    2.65978e-01 
	  0   2   1   0   0   0    -3.09279e-01 
	  3   0   1   0   0   0    2.80016e-01 
	  1   0   1   1   1   0    -8.02776e-01 
	  1   2   0   0   1   0    -6.92746e-01 
	  1   2   1   0   0   0    7.76082e-01 
	  0   2   0   0   0   2    -3.80194e-01 
	  1   1   0   1   0   1    -1.21539e+00 
	  0   0   1   0   1   1    5.70182e-01 
	  2   0   1   0   1   0    -8.88733e-01 
	  2   0   1   1   0   0    4.63601e-01 
	  0   0   0   0   3   1    1.78658e-01 
	  0   0   1   0   1   0    1.29742e-01 
	  0   0   0   1   2   0    -5.47017e-02 
	  1   0   0   0   1   0    -1.42827e-01 
	  1   0   0   2   1   0    2.46433e-01 
	  3   0   0   0   1   0    3.26880e-01 
	  1   0   0   0   3   0    2.50081e-01 
	  0   0   0   1   0   2    8.84774e-02 
	  0   0   1   2   0   1    -4.03543e-01 
	  2   0   0   1   0   0    2.75871e-01 
	  0   2   0   0   0   0    4.51473e-02 
	  2   1   0   0   0   1    -4.10872e-01 
trapclav1
parameters 26
# exponents ... coefficient
	  0   0   0    2.17227e-01 
	  0   0   1    -1.24040e-01 
	  0   1   0    1.07526e-01 
	  1   1   0    -1.24256e-01 
	  1   0   1    -1.06778e-01 
	  0   0   2    -6.99422e-02 
	  2   1   0    -5.71573e-02 
	  0   1   1    5.91499e-02 
	  2   1   1    -1.72353e-01 
	  0   2   0    -5.72926e-02 
	  1   3   0    -9.00116e-02 
	  2   0   1    5.88899e-02 
	  1   0   2    -8.38476e-02 
	  1   2   1    1.71229e-01 
	  2   0   2    7.59103e-02 
	  0   4   0    4.96774e-02 
	  1   2   0    5.69413e-02 
	  2   2   0    -3.14565e-02 
	  0   0   3    1.56653e-02 
	  0   1   2    2.92543e-02 
	  1   1   2    -1.17358e-01 
	  1   0   3    -4.45293e-02 
	  0   3   1    -5.67998e-02 
	  0   2   1    -2.75247e-02 
	  3   0   1    8.59292e-03 
	  1   1   1    1.15523e-02 
trapclav2
parameters 28
# exponents ... coefficient
	  0   0   0    2.09567e-01 
	  0   1   0    1.30953e-01 
	  0   0   1    -8.45110e-02 
	  1   1   0    -8.74255e-02 
	  1   0   1    -1.27432e-01 
	  0   0   2    -6.28499e-02 
	  2   1   0    -6.40452e-02 
